Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"nilmtk","Google Scholar",731,10548,34,310.24,14.43,3540.91,355.06,2.92,49,88,51,14.12,26,2488.74,49.89,814.10,63.40,26.90,"2022-05-04 15:31:44",104.14,0.76,60.9,73.4,66,1988,2022,10548,341,263,151,26,22
